WILDLIFE_TYPE,SPECIES,ISSUE,ACTION,CREATED_DATE,DIVISION
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/09/05,ISAACS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/05,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/05,MOLONGLO
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/05,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/05,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/05,MAWSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/05,HACKETT
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/05,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/05,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/05,ISABELLA PLAINS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/05,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/04,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/04,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/04,CAMPBELL
OTHER MAMMAL,WOMBAT,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/05/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/09/04,RURAL
OTHER MAMMAL,OTHER,DEAD,CARCASS REMOVED,2017/05/19,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/29,RURAL
OTHER MAMMAL,WOMBAT,INJURED/SICK,EUTHANASED,2017/05/20,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/29,KAMBAH
OTHER MAMMAL,WOMBAT,INJURED/SICK,EUTHANASED,2017/05/21,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/29,PALMERSTON
OTHER MAMMAL,WOMBAT,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/04/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/29,RURAL
OTHER MAMMAL,WOMBAT,INJURED/SICK,EUTHANASED,2017/04/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/29,DICKSON
OTHER MAMMAL,WOMBAT,DEAD,CARCASS REMOVED,2017/05/01,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/29,GILMORE
OTHER MAMMAL,OTHER,OTHER,,2017/05/06,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/29,CALWELL
OTHER MAMMAL,WOMBAT,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/02/21,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/29,NICHOLLS
OTHER MAMMAL,OTHER,INJURED/SICK,EUTHANASED,2017/02/28,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/28,BONYTHON
OTHER MAMMAL,WOMBAT,INJURED/SICK,EUTHANASED,2017/03/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/29,HUME
OTHER MAMMAL,WOMBAT,INJURED/SICK,EUTHANASED,2017/04/04,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2016/08/29,RURAL
OTHER MAMMAL,OTHER,DEAD,CARCASS REMOVED,2017/01/19,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/08/29,FADDEN
OTHER MAMMAL,WOMBAT,INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2017/01/21,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/28,RURAL
OTHER MAMMAL,BRUSHTAIL POSSUM,DEAD,CARCASS REMOVED,2017/01/22,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/28,KALEEN
OTHER MAMMAL,OTHER,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/01/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/28,GORDON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/28,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/01,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/01,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/01,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/01,RURAL
MACROPOD,RED NECKED WALLABY,INJURED/SICK,EUTHANASED,2016/08/31,BRUCE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/31,CHIFLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/31,RURAL
OTHER MAMMAL,WOMBAT,INJURED/SICK,EUTHANASED,2017/06/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/31,BONNER
OTHER MAMMAL,WOMBAT,OTHER,,2017/06/20,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/31,GREENWAY
OTHER MAMMAL,WOMBAT,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/06/26,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/31,GREENWAY
OTHER MAMMAL,WOMBAT,DEAD,,2017/06/28,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/31,AINSLIE
OTHER MAMMAL,WOMBAT,INJURED/SICK,EUTHANASED,2017/05/28,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/31,RED HILL
OTHER MAMMAL,WOMBAT,INJURED/SICK,EUTHANASED,2017/05/30,RURAL
MACROPOD,WALLAROO,INJURED/SICK,EUTHANASED,2016/08/30,ISAACS
OTHER MAMMAL,WOMBAT,INJURED/SICK,EUTHANASED,2017/05/30,RURAL
MACROPOD,EASTERN GREY KANGAROO,OTHER,ATTENDED BUT NO ACTION REQUIRED,2016/08/30,RED HILL
OTHER MAMMAL,OTHER,DEAD,,2017/06/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/08/30,CONDER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/08/30,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/13,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/09/14,WRIGHT
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/14,FORDE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/13,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/13,CHAPMAN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/13,GARRAN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/13,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/09/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/13,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/13,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/12,CONDER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2016/09/12,GARRAN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,CARCASS REMOVED,2016/09/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/09/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/09/16,WATSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/16,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/09/16,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/16,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2016/09/16,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/16,YARRALUMLA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/16,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/16,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/15,ISAACS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/09/15,OXLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/09/15,CALWELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/16,GILMORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/14,KALEEN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/14,BONYTHON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/07,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/07,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/09/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/07,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/07,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/06,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/06,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/06,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/05,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/06,FYSHWICK
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/06,THEODORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/06,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/11,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/09/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/11,CALWELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/12,CALWELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/10,HACKETT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/10,CHIFLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/10,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/11,CONDER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/09/10,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/10,CHIFLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/10,FORDE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/09/10,DENMAN PROSPECT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/09/09,GORDON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2016/09/09,ISAACS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/09/09,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/11/02,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2016/11/02,CURTIN
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2016/11/02,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/02,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/11/01,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/01,RUSSELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/02,RURAL
MACROPOD,WALLAROO,INJURED/SICK,EUTHANASED,2016/11/02,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/10/31,COOMBS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/10/31,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/10/31,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/01,LYNEHAM
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/30,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/10/30,CURTIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/31,DUFFY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/10/31,HUGHES
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/03,GILMORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/03,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/03,KAMBAH
MACROPOD,RED NECKED WALLABY,INJURED/SICK,EUTHANASED,2016/11/04,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/03,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/03,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/03,RURAL
MACROPOD,RED NECKED WALLABY,DEAD,CARCASS REMOVED,2016/11/03,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/03,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,ATTENDED BUT NO ACTION REQUIRED,2016/11/03,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/03,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/03,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/02,RURAL
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2016/11/02,MCKELLAR
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/02,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/11/02,YARRALUMLA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/10/26,COOK
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/10/27,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/10/27,WESTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/27,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/24,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/25,BRUCE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/26,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/10/26,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/24,ACTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/10/24,TAYLOR
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/24,FADDEN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/24,CHIFLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/10/23,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/23,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/10/24,RURAL
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2016/10/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/30,WESTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/10/30,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/30,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/30,BRUCE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/29,CURTIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/10/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/10/29,LYNEHAM
MACROPOD,EASTERN GREY KANGAROO,DEAD,ATTENDED BUT NOT LOCATED,2016/10/28,WESTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/28,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/28,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/10/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/27,RURAL
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2016/10/28,GORDON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/10/28,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/10/28,LYONS
MACROPOD,WALLAROO,DEAD,CARCASS REMOVED,2016/11/08,WRIGHT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/11/08,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/09,BRUCE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/04,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2016/11/08,MOLONGLO
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/08,PHILLIP
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/08,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/08,PEARCE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/08,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/11/08,LYNEHAM
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2016/11/08,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2016/11/08,WRIGHT
MACROPOD,EASTERN GREY KANGAROO,TRAPPED,CAPTURED & RELEASED,2016/11/07,LYNEHAM
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,CAPTURED & RELEASED,2016/11/07,WATSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/08,WESTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/08,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/12,MACGREGOR
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/13,O'CONNOR
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/14,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/10,PALMERSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/12,THROSBY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/09,BANKS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/09,MACARTHUR
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/10,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/11/10,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2016/11/09,WESTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/11/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/11/09,CURTIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/05,THEODORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/05,CURTIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/05,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/06,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/04,RURAL
MACROPOD,RED NECKED WALLABY,DEAD,CARCASS REMOVED,2016/11/04,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/05,CURTIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/05,SYMONSTON
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2016/11/04,CHIFLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/04,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/04,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/04,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/11/04,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/04,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/04,CHIFLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,TRAPPED,ATTENDED BUT NO ACTION REQUIRED,2016/11/07,ACTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/06,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/11/07,MCKELLAR
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/07,BELCONNEN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/11/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/06,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/06,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/11/06,BELCONNEN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/06,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/06,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/11/06,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/11/06,PIALLIGO
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/11/06,BRUCE
